accession	coverage	fasta	taxonomy
IMGVR_UViG_2124908010_000181	1.73318	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_038904.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_6_of_novel_order_96_of_Caudoviricetes;g__novel_genus_62_of_novel_subfamily_5_of_novel_family_6_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_036636
IMGVR_UViG_2124908011_000034	1.51855	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_063405.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_9_of_Caudoviricetes;f__Autographiviridae;g__novel_genus_2_of_novel_subfamily_10_of_Autographiviridae;s__IMGVR_UViG_3300045988_076064
IMGVR_UViG_2124908011_000069	1.51544	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300048574_000442.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_213_of_Caudoviricetes;f__novel_family_4_of_novel_order_213_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_1_of_novel_family_4_of_novel_order_213_of_Caudoviricetes;s__IMGVR_UViG_3300048598_000505
IMGVR_UViG_2124908012_000117	14.9444	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2537561904_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_55_of_novel_order_79_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_55_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_2806310679_000003
IMGVR_UViG_2124908013_000042	1.30886	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_134822.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_199_of_novel_order_89_of_Caudoviricetes;g__novel_genus_294_of_novel_subfamily_0_of_novel_family_199_of_novel_order_89_of_Caudoviricetes||novel_family_201_of_novel_order_89_of_Caudoviricetes||novel_family_22_of_novel_order_87_of_Caudoviricetes||novel_family_177_of_novel_order_89_of_Caudoviricetes||novel_family_10_of_novel_order_80_of_Caudoviricetes||novel_family_45_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_2513237332_000002
IMGVR_UViG_2124908013_000100	1.97484	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2858744545_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_9_of_Caudoviricetes;f__novel_family_8_of_novel_order_9_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_8_of_novel_order_9_of_Caudoviricetes;s__IMGVR_UViG_2687453284_000004
IMGVR_UViG_2124908014_000041	2.2351	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2588253766_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_29_of_novel_order_79_of_Caudoviricetes;g__novel_genus_29_of_novel_subfamily_0_of_novel_family_29_of_novel_order_79_of_Caudoviricetes||novel_family_27_of_novel_order_79_of_Caudoviricetes||novel_family_37_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_3300045988_133107
IMGVR_UViG_2124908014_000063	1.98301	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300031951_000840.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_259_of_Caudoviricetes;f__novel_family_84_of_novel_order_259_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_84_of_novel_order_259_of_Caudoviricetes||novel_family_29_of_novel_order_255_of_Caudoviricetes||novel_family_1_of_novel_order_290_of_Caudoviricetes;s__IMGVR_UViG_3300032116_000757
IMGVR_UViG_2124908014_000102	1.98059	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2687453530_000005.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_114_of_novel_order_237_of_Caudoviricetes;g__novel_genus_39_of_novel_subfamily_0_of_novel_family_114_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes||novel_family_80_of_novel_order_237_of_Caudoviricetes||Peduoviridae;s__IMGVR_UViG_2547132281_000014
IMGVR_UViG_2124908014_000106	1.53182	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_065096.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_227_of_Caudoviricetes;f__novel_family_2_of_novel_order_227_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_227_of_Caudoviricetes;s__IMGVR_UViG_3300045988_055475
IMGVR_UViG_2124908014_000115	1.52198	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_061050.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_118_of_novel_order_96_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_118_of_novel_order_96_of_Caudoviricetes||novel_family_5_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300029739_000010
IMGVR_UViG_2124908014_000198	1.29631	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_075660.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_80_of_Caudoviricetes;f__novel_family_10_of_novel_order_80_of_Caudoviricetes;g__novel_genus_16_of_novel_subfamily_0_of_novel_family_10_of_novel_order_80_of_Caudoviricetes||novel_family_15_of_novel_order_81_of_Caudoviricetes||novel_family_57_of_novel_order_96_of_Caudoviricetes||novel_family_41_of_novel_order_96_of_Caudoviricetes||novel_family_13_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_095583
IMGVR_UViG_2124908014_000222	1.98601	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_047184.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_54_of_Caudoviricetes;f__novel_family_31_of_novel_order_54_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_31_of_novel_order_54_of_Caudoviricetes;s__IMGVR_UViG_3300045988_048737
IMGVR_UViG_2149837021_000076	2.23979	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_004957.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_238_of_Caudoviricetes;f__novel_family_1_of_novel_order_238_of_Caudoviricetes;g__Kagunavirus;s__Escherichia_phage_vB_EcoS-phiEc3
IMGVR_UViG_2149837021_000098	1.30512	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300014619_000008.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_209_of_Caudoviricetes;f__Peduoviridae;g__novel_genus_16_of_novel_subfamily_3_of_Peduoviridae;s__IMGVR_UViG_3300014576_000001
IMGVR_UViG_2149837023_000167	1.51304	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_060449.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_72_of_novel_order_89_of_Caudoviricetes;g__novel_genus_8_of_novel_subfamily_2_of_novel_family_72_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300045988_064450
IMGVR_UViG_2149837024_000002	1.9724	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2657245118_000004.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_156_of_novel_order_237_of_Caudoviricetes;g__novel_genus_41_of_novel_subfamily_1_of_novel_family_156_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_2657245486_000006
IMGVR_UViG_2149837024_000018	5.0471	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_111997.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_213_of_Caudoviricetes;f__novel_family_22_of_novel_order_213_of_Caudoviricetes;g__novel_genus_27_of_novel_subfamily_3_of_novel_family_22_of_novel_order_213_of_Caudoviricetes;s__IMGVR_UViG_3300045988_128790
IMGVR_UViG_2162886007_000037	1.73229	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_102976.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_145_of_Caudoviricetes;f__novel_family_0_of_novel_order_145_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_0_of_novel_order_145_of_Caudoviricetes;s__IMGVR_UViG_3300045988_106532
IMGVR_UViG_2189573029_000014	1.29258	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_173881.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_92_of_Caudoviricetes;f__novel_family_6_of_novel_order_92_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_6_of_novel_order_92_of_Caudoviricetes;s__IMGVR_UViG_3300045988_164290
IMGVR_UViG_2189573031_000051	2.79557	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_066923.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_95_of_Caudoviricetes;f__novel_family_4_of_novel_order_95_of_Caudoviricetes;g__novel_genus_13_of_novel_subfamily_0_of_novel_family_2_of_novel_order_95_of_Caudoviricetes||novel_family_4_of_novel_order_95_of_Caudoviricetes;s__IMGVR_UViG_3300045988_077096
IMGVR_UViG_2228664007_000001	1.52028	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_098981.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_2_of_Caudoviricetes;f__novel_family_8_of_novel_order_2_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_8_of_novel_order_2_of_Caudoviricetes||novel_family_6_of_novel_order_2_of_Caudoviricetes;s__IMGVR_UViG_3300045988_132983
IMGVR_UViG_2236876025_000021	6.36376	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2657245493_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_205_of_Caudoviricetes;f__novel_family_54_of_novel_order_205_of_Caudoviricetes;g__novel_genus_7_of_novel_subfamily_14_of_novel_family_54_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_639857001_000001
IMGVR_UViG_2501799902_000001	1.15603	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300025048_001115.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_205_of_Caudoviricetes;f__novel_family_33_of_novel_order_205_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_10_of_novel_family_33_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_3300025079_001366
IMGVR_UViG_2501846305_000002	1.26601	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_115959.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_143_of_Caudoviricetes;f__novel_family_71_of_novel_order_143_of_Caudoviricetes;g__novel_genus_18_of_novel_subfamily_0_of_novel_family_71_of_novel_order_143_of_Caudoviricetes||novel_family_57_of_novel_order_143_of_Caudoviricetes;s__IMGVR_UViG_3300045988_117037
IMGVR_UViG_2503538029_000001	1.74322	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_085564.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_2_of_Caudoviricetes;f__novel_family_8_of_novel_order_2_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_5_of_novel_family_8_of_novel_order_2_of_Caudoviricetes;s__IMGVR_UViG_3300045988_080494
IMGVR_UViG_2503982007_000001	6.08074	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029198_000106.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_95_of_Caudoviricetes;f__novel_family_16_of_novel_order_95_of_Caudoviricetes;g__novel_genus_6_of_novel_subfamily_0_of_novel_family_16_of_novel_order_95_of_Caudoviricetes||novel_family_50_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_084922
IMGVR_UViG_2503982008_000001	1.72225	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2974620731_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_45_of_Caudoviricetes;f__novel_family_8_of_novel_order_45_of_Caudoviricetes;g__Anatolevirus;s__Anatolevirus_B3
IMGVR_UViG_2503982017_000002	1.73103	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300045988_101640.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_47_of_novel_order_89_of_Caudoviricetes;g__novel_genus_10_of_novel_subfamily_0_of_novel_family_47_of_novel_order_89_of_Caudoviricetes||novel_family_141_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300045988_077439
IMGVR_UViG_2503982024_000001	2.50922	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2687453329_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_47_of_Caudoviricetes;f__novel_family_6_of_novel_order_47_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_6_of_novel_family_6_of_novel_order_47_of_Caudoviricetes;s__IMGVR_UViG_2636415695_000003
IMGVR_UViG_2503982029_000001	1.96926	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029668_000196.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_158_of_novel_order_89_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_158_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300029573_000367
IMGVR_UViG_2503982029_000002	1.51328	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300029989_000044.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_198_of_novel_order_237_of_Caudoviricetes;g__novel_genus_47_of_novel_subfamily_0_of_novel_family_198_of_novel_order_237_of_Caudoviricetes||novel_family_47_of_novel_order_237_of_Caudoviricetes||novel_family_66_of_novel_order_247_of_Caudoviricetes;s__IMGVR_UViG_3300028777_000005
IMGVR_UViG_2503982031_000003	2.79922	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300044545_000077.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_115_of_novel_order_237_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_135_of_novel_order_237_of_Caudoviricetes||novel_family_115_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_3300043957_000081
IMGVR_UViG_2503982031_000004	9.26111	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_7000000558_000125.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_88_of_Caudoviricetes;f__novel_family_4_of_novel_order_88_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_0_of_novel_family_4_of_novel_order_88_of_Caudoviricetes;s__IMGVR_UViG_3300007940_000082
IMGVR_UViG_2503982032_000001	1.7398	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_3300006748_000194.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_37_of_novel_order_96_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_73_of_novel_order_96_of_Caudoviricetes||novel_family_37_of_novel_order_96_of_Caudoviricetes||novel_family_29_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_3300007979_000022
IMGVR_UViG_2504557006_000001	1.30873	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/IMG-VR-4.1/genomes/IMGVR_UViG_2820062699_000004.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_209_of_Caudoviricetes;f__Peduoviridae;g__novel_genus_75_of_novel_subfamily_0_of_Peduoviridae||novel_family_191_of_novel_order_237_of_Caudoviricetes||novel_family_24_of_novel_order_209_of_Caudoviricetes;s__IMGVR_UViG_3300002504_000059
