accession	coverage	fasta	taxonomy
IMGVR_UViG_2029527005_000026	1.26887	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_125341.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_2_of_Caudoviricetes;f__novel_family_0_of_novel_order_2_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_19_of_novel_family_0_of_novel_order_2_of_Caudoviricetes;s__IMGVR_UViG_3300045988_125341
IMGVR_UViG_2030936005_000058	1.57615	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_155557.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_127_of_novel_order_89_of_Caudoviricetes;g__novel_genus_4_of_novel_subfamily_0_of_novel_family_127_of_novel_order_89_of_Caudoviricetes||novel_family_0_of_novel_order_86_of_Caudoviricetes;s__IMGVR_UViG_3300045988_155557
IMGVR_UViG_2035918003_000010	1.25454	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2510065052_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_196_of_Caudoviricetes;f__novel_family_0_of_novel_order_196_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_196_of_Caudoviricetes;s__IMGVR_UViG_2510065052_000003
IMGVR_UViG_2037747001_000006	1.41095	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300006153_000015.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_69_of_Caudoviricetes;f__novel_family_0_of_novel_order_69_of_Caudoviricetes;g__novel_genus_54_of_novel_subfamily_0_of_novel_family_0_of_novel_order_69_of_Caudoviricetes||novel_family_3_of_novel_order_85_of_Caudoviricetes;s__IMGVR_UViG_3300006153_000015
IMGVR_UViG_2044078006_000009	1.57838	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2513237314_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_79_of_Caudoviricetes;f__novel_family_2_of_novel_order_79_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_2_of_novel_order_79_of_Caudoviricetes;s__IMGVR_UViG_2513237314_000002
IMGVR_UViG_2044078006_000012	1.25985	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/NC_073048.1.fna	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_94_of_novel_order_89_of_Caudoviricetes;g__Wbetavirus;s__Bacillus_phage_J5a
IMGVR_UViG_2044078006_000016	1.2759	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300011757_000024.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_99_of_novel_order_237_of_Caudoviricetes;g__novel_genus_86_of_novel_subfamily_0_of_novel_family_99_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_3300011757_000024
IMGVR_UViG_2049941000_000027	1.75625	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300012805_000026.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_86_of_Caudoviricetes;f__novel_family_52_of_novel_order_86_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_2_of_novel_family_52_of_novel_order_86_of_Caudoviricetes;s__IMGVR_UViG_3300012805_000026
IMGVR_UViG_2051223000_000011	2.33739	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/NC_024787.1.fna	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_128_of_Caudoviricetes;f__Herelleviridae;g__Pecentumvirus;s__Pecentumvirus_LMTA148
IMGVR_UViG_2051223002_000041	1.41621	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300008420_000116.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_213_of_Caudoviricetes;f__novel_family_21_of_novel_order_213_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_1_of_novel_family_21_of_novel_order_213_of_Caudoviricetes||novel_family_52_of_novel_order_86_of_Caudoviricetes;s__IMGVR_UViG_3300008420_000116
IMGVR_UViG_2051223004_000008	1.58958	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2563366928_000012.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_183_of_novel_order_237_of_Caudoviricetes;g__novel_genus_195_of_Hendrixvirinae;s__IMGVR_UViG_2563366928_000012
IMGVR_UViG_2061766007_004219	1.76073	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300029497_000135.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_121_of_Caudoviricetes;f__novel_family_1_of_novel_order_121_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_1_of_novel_family_1_of_novel_order_121_of_Caudoviricetes;s__IMGVR_UViG_3300029497_000135
IMGVR_UViG_2061766007_004352	2.77654	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2563366942_000010.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_222_of_Caudoviricetes;f__novel_family_6_of_novel_order_222_of_Caudoviricetes;g__novel_genus_25_of_novel_subfamily_0_of_novel_family_6_of_novel_order_222_of_Caudoviricetes;s__IMGVR_UViG_2563366942_000010
IMGVR_UViG_2065487000_000019	1.5767	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2841697921_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_205_of_Caudoviricetes;f__novel_family_57_of_novel_order_205_of_Caudoviricetes;g__novel_genus_10_of_novel_subfamily_15_of_novel_family_57_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_2841697921_000002
IMGVR_UViG_2065487000_000059	1.26797	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2660238384_000009.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_133_of_novel_order_237_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_133_of_novel_order_237_of_Caudoviricetes||novel_family_135_of_novel_order_237_of_Caudoviricetes||novel_family_10_of_novel_order_226_of_Caudoviricetes;s__IMGVR_UViG_2660238384_000009
IMGVR_UViG_2065487001_000013	1.26415	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2937464823_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_205_of_Caudoviricetes;f__novel_family_50_of_novel_order_205_of_Caudoviricetes;g__novel_genus_6_of_novel_subfamily_5_of_novel_family_50_of_novel_order_205_of_Caudoviricetes;s__IMGVR_UViG_2937464823_000002
IMGVR_UViG_2065487001_000146	2.13251	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_154387.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_123_of_Caudoviricetes;f__novel_family_1_of_novel_order_123_of_Caudoviricetes;g__novel_genus_1_of_novel_subfamily_0_of_novel_family_1_of_novel_order_123_of_Caudoviricetes;s__IMGVR_UViG_3300045988_154387
IMGVR_UViG_2065487013_000003	1.94572	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_056757.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_213_of_Caudoviricetes;f__novel_family_21_of_novel_order_213_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_21_of_novel_family_21_of_novel_order_213_of_Caudoviricetes;s__IMGVR_UViG_3300045988_056757
IMGVR_UViG_2065487013_000020	26.7858	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2519103187_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_163_of_novel_order_237_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_1_of_novel_family_163_of_novel_order_237_of_Caudoviricetes;s__IMGVR_UViG_2519103187_000002
IMGVR_UViG_2065487013_000042	2.14239	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_022133.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_2_of_Caudoviricetes;f__novel_family_0_of_novel_order_2_of_Caudoviricetes;g__novel_genus_4_of_novel_subfamily_0_of_novel_family_0_of_novel_order_2_of_Caudoviricetes;s__IMGVR_UViG_3300045988_022133
IMGVR_UViG_2065487014_000025	3.46909	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_006146.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_105_of_novel_order_96_of_Caudoviricetes;g__novel_genus_5_of_novel_subfamily_0_of_novel_family_105_of_novel_order_96_of_Caudoviricetes||novel_family_15_of_novel_order_95_of_Caudoviricetes||novel_family_106_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_006146
IMGVR_UViG_2077657019_000001	1.41135	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2654588202_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_141_of_Caudoviricetes;f__novel_family_1_of_novel_order_141_of_Caudoviricetes;g__novel_genus_18_of_novel_subfamily_3_of_novel_family_1_of_novel_order_141_of_Caudoviricetes;s__IMGVR_UViG_2654588202_000001
IMGVR_UViG_2084038008_000021	2.13329	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_072992.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_88_of_Caudoviricetes;f__novel_family_6_of_novel_order_88_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_1_of_novel_family_6_of_novel_order_88_of_Caudoviricetes;s__IMGVR_UViG_3300045988_072992
IMGVR_UViG_2084038018_000006	1.57705	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_026424.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_118_of_novel_order_96_of_Caudoviricetes;g__novel_genus_24_of_novel_subfamily_0_of_novel_family_118_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_026424
IMGVR_UViG_2084038018_000014	3.46945	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2619619130_000002.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_237_of_Caudoviricetes;f__novel_family_114_of_novel_order_237_of_Caudoviricetes;g__novel_genus_39_of_novel_subfamily_0_of_novel_family_114_of_novel_order_237_of_Caudoviricetes||novel_family_81_of_novel_order_237_of_Caudoviricetes||novel_family_80_of_novel_order_237_of_Caudoviricetes||Peduoviridae;s__IMGVR_UViG_2619619130_000002
IMGVR_UViG_2100351000_000035	1.58268	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300028886_000129.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_88_of_Caudoviricetes;f__novel_family_12_of_novel_order_88_of_Caudoviricetes;g__novel_genus_22_of_novel_subfamily_1_of_novel_family_12_of_novel_order_88_of_Caudoviricetes;s__IMGVR_UViG_3300028886_000129
IMGVR_UViG_2124908010_000060	1.25778	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_144400.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_123_of_Caudoviricetes;f__novel_family_2_of_novel_order_123_of_Caudoviricetes;g__novel_genus_51_of_novel_subfamily_3_of_novel_family_2_of_novel_order_123_of_Caudoviricetes;s__IMGVR_UViG_3300045988_144400
IMGVR_UViG_2124908010_000100	1.42234	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_173701.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_63_of_novel_order_89_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_63_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300045988_173701
IMGVR_UViG_2124908010_000181	1.58975	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300014024_000097.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_45_of_Caudoviricetes;f__novel_family_46_of_novel_order_45_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_46_of_novel_order_45_of_Caudoviricetes;s__IMGVR_UViG_3300014024_000097
IMGVR_UViG_2124908011_000034	1.57844	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300039361_000264.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_86_of_Caudoviricetes;f__novel_family_9_of_novel_order_86_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_9_of_novel_order_86_of_Caudoviricetes||novel_family_26_of_novel_order_86_of_Caudoviricetes;s__IMGVR_UViG_3300039361_000264
IMGVR_UViG_2124908011_000069	2.54029	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300029382_000629.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_118_of_novel_order_89_of_Caudoviricetes;g__novel_genus_3_of_novel_subfamily_0_of_novel_family_118_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_3300029382_000629
IMGVR_UViG_2124908012_000117	1.25714	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2917942753_000003.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_209_of_Caudoviricetes;f__Peduoviridae;g__novel_genus_276_of_novel_subfamily_0_of_Peduoviridae||novel_family_191_of_novel_order_237_of_Caudoviricetes||novel_family_24_of_novel_order_209_of_Caudoviricetes;s__IMGVR_UViG_2917942753_000003
IMGVR_UViG_2124908013_000042	1.74512	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2892702859_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_42_of_Caudoviricetes;f__novel_family_24_of_novel_order_42_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_7_of_novel_family_24_of_novel_order_42_of_Caudoviricetes;s__IMGVR_UViG_2892702859_000001
IMGVR_UViG_2124908013_000100	1.25116	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300020407_000007.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_211_of_Caudoviricetes;f__novel_family_39_of_novel_order_211_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_1_of_novel_family_39_of_novel_order_211_of_Caudoviricetes;s__IMGVR_UViG_3300020407_000007
IMGVR_UViG_2124908014_000041	2.32992	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2513237367_000012.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_81_of_Caudoviricetes;f__novel_family_38_of_novel_order_81_of_Caudoviricetes;g__novel_genus_8_of_novel_subfamily_0_of_novel_family_38_of_novel_order_81_of_Caudoviricetes||novel_family_57_of_novel_order_96_of_Caudoviricetes||novel_family_58_of_novel_order_96_of_Caudoviricetes||novel_family_15_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_2513237367_000012
IMGVR_UViG_2124908014_000063	1.75408	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2913564238_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_80_of_Caudoviricetes;f__novel_family_10_of_novel_order_80_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_10_of_novel_order_80_of_Caudoviricetes||novel_family_59_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_2913564238_000001
IMGVR_UViG_2124908014_000102	2.12969	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2639762634_000005.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_89_of_Caudoviricetes;f__novel_family_56_of_novel_order_89_of_Caudoviricetes;g__novel_genus_21_of_novel_subfamily_0_of_novel_family_56_of_novel_order_89_of_Caudoviricetes||novel_family_88_of_novel_order_89_of_Caudoviricetes;s__IMGVR_UViG_2639762634_000005
IMGVR_UViG_2124908014_000106	1.41868	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2541047175_000026.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_222_of_Caudoviricetes;f__novel_family_6_of_novel_order_222_of_Caudoviricetes;g__novel_genus_22_of_novel_subfamily_0_of_novel_family_6_of_novel_order_222_of_Caudoviricetes;s__IMGVR_UViG_2541047175_000026
IMGVR_UViG_2124908014_000115	1.41703	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_141115.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_95_of_Caudoviricetes;f__novel_family_38_of_novel_order_95_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_6_of_novel_family_38_of_novel_order_95_of_Caudoviricetes;s__IMGVR_UViG_3300045988_141115
IMGVR_UViG_2124908014_000198	1.26107	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2636415438_000018.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_81_of_Caudoviricetes;f__novel_family_15_of_novel_order_81_of_Caudoviricetes;g__novel_genus_14_of_novel_subfamily_2_of_novel_family_15_of_novel_order_81_of_Caudoviricetes;s__IMGVR_UViG_2636415438_000018
IMGVR_UViG_2124908014_000222	1.43104	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_2713896758_000001.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_259_of_Caudoviricetes;f__novel_family_64_of_novel_order_259_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_7_of_novel_family_64_of_novel_order_259_of_Caudoviricetes;s__IMGVR_UViG_2713896758_000001
IMGVR_UViG_2124908014_000246	1.9119	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_183841.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_247_of_Caudoviricetes;f__novel_family_65_of_novel_order_247_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_65_of_novel_order_247_of_Caudoviricetes;s__IMGVR_UViG_3300045988_183841
IMGVR_UViG_2149837019_000031	5.16007	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300029134_000088.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_123_of_Caudoviricetes;f__novel_family_3_of_novel_order_123_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_1_of_novel_family_3_of_novel_order_123_of_Caudoviricetes;s__IMGVR_UViG_3300029134_000088
IMGVR_UViG_2149837021_000076	1.29375	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300045988_103419.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_96_of_Caudoviricetes;f__novel_family_73_of_novel_order_96_of_Caudoviricetes;g__novel_genus_29_of_novel_subfamily_5_of_novel_family_73_of_novel_order_96_of_Caudoviricetes;s__IMGVR_UViG_3300045988_103419
IMGVR_UViG_2149837021_000098	2.07743	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300043960_000133.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_249_of_Caudoviricetes;f__novel_family_11_of_novel_order_249_of_Caudoviricetes;g__novel_genus_0_of_novel_subfamily_0_of_novel_family_11_of_novel_order_249_of_Caudoviricetes;s__IMGVR_UViG_3300043960_000133
IMGVR_UViG_2149837023_000167	1.25605	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300009675_001101.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_198_of_Caudoviricetes;f__novel_family_10_of_novel_order_198_of_Caudoviricetes;g__novel_genus_4_of_novel_subfamily_0_of_novel_family_10_of_novel_order_198_of_Caudoviricetes;s__IMGVR_UViG_3300009675_001101
IMGVR_UViG_2149837024_000002	2.77972	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/ictv-imgvr/genomes/IMGVR_UViG_3300008142_000288.fa	d__Viruses;p__Uroviricota;c__Caudoviricetes;o__novel_order_38_of_Caudoviricetes;f__novel_family_5_of_novel_order_38_of_Caudoviricetes;g__novel_genus_2_of_novel_subfamily_0_of_novel_family_5_of_novel_order_38_of_Caudoviricetes||novel_family_4_of_novel_order_38_of_Caudoviricetes;s__IMGVR_UViG_3300008142_000288
